yas,gelir,kredi_skoru,borc_miktari,kredi_onayi
51,15862,657,4220,Evet
61,18516,428,42707,Hayır
63,13815,643,37382,Hayır
23,3854,615,23025,Hayır
30,13136,731,43039,Hayır
53,7077,327,26566,Hayır
39,7340,482,26919,Hayır
35,2605,636,42501,Hayır
29,14898,387,10143,Hayır
69,15371,742,20779,Hayır
47,16976,840,3888,Evet
68,18515,725,37594,Hayır
57,14680,788,6195,Hayır
24,15100,535,22871,Hayır
49,8157,310,1058,Hayır
65,18045,719,7930,Hayır
36,19187,584,33751,Hayır
23,13459,646,9619,Hayır
37,15225,710,36075,Hayır
44,5633,566,11599,Hayır
60,4676,499,38034,Hayır
54,3215,662,40053,Hayır
65,17860,623,48969,Hayır
24,4264,735,15426,Hayır
22,2969,420,32559,Hayır
28,8628,503,24657,Hayır
32,2600,486,45303,Hayır
20,6455,383,21365,Hayır
22,11524,605,42906,Hayır
40,4716,533,19838,Hayır
54,14708,306,42796,Hayır
26,19165,817,22257,Hayır
32,3434,510,22145,Hayır
20,16852,565,13705,Hayır
46,6338,320,41342,Hayır
23,16965,553,15724,Hayır
34,4702,397,47635,Hayır
43,10651,532,34036,Hayır
38,18189,757,16058,Hayır
25,18915,400,4715,Hayır
38,3977,451,41316,Hayır
28,15837,792,18800,Hayır
55,13469,837,9464,Hayır
25,16060,596,49018,Hayır
59,2290,819,21316,Hayır
41,8077,317,15249,Hayır
52,12667,474,12627,Hayır
31,8614,703,2628,Evet
31,18896,325,7205,Hayır
27,3639,413,31762,Hayır
29,10446,521,15214,Hayır
55,6816,400,29810,Hayır
61,18434,646,30865,Hayır
63,2799,722,42660,Hayır
51,11939,322,46655,Hayır
58,8642,645,12399,Hayır
27,18620,304,45122,Hayır
34,18855,313,28920,Hayır
34,4204,398,49627,Hayır
20,9181,555,34946,Hayır
48,8259,728,37963,Hayır
68,10330,751,5741,Hayır
18,16410,833,19068,Hayır
29,19767,412,45263,Hayır
56,13287,844,12906,Hayır
21,5796,627,45842,Hayır
59,12328,729,10184,Hayır
30,6110,500,38589,Hayır
51,17677,407,23038,Hayır
59,12075,711,40245,Hayır
38,7581,428,18988,Hayır
39,12508,442,39414,Hayır
21,10583,700,22283,Hayır
35,2168,759,7944,Hayır
22,11377,610,48666,Hayır
36,15056,418,33333,Hayır
19,18159,520,1125,Evet
29,15556,313,18073,Hayır
34,6720,416,43808,Hayır
27,4512,355,19867,Hayır
51,15834,424,656,Hayır
23,8678,324,14332,Hayır
25,4678,707,40429,Hayır
68,2281,392,4114,Hayır
28,6926,457,25432,Hayır
29,18813,518,2343,Evet
26,12820,818,23858,Hayır
19,18005,440,42611,Hayır
25,17841,833,12222,Hayır
28,6632,697,45880,Hayır
53,13137,832,14452,Hayır
27,12509,829,31930,Hayır
38,14176,347,18767,Hayır
37,11127,392,13336,Hayır
65,12534,325,5712,Hayır
25,3688,338,45004,Hayır
53,11074,464,6088,Hayır
46,12711,747,36059,Hayır
59,2816,792,37918,Hayır
29,5866,745,40948,Hayır
31,15167,783,31987,Hayır
65,2677,700,7878,Hayır
67,12446,839,43718,Hayır
38,15815,515,33517,Hayır
39,9232,330,32099,Hayır
38,12506,796,36808,Hayır
61,4446,555,2123,Hayır
67,3720,483,2019,Hayır
47,2223,712,14234,Hayır
56,14952,440,41889,Hayır
37,2934,670,33151,Hayır
41,3308,728,12121,Hayır
40,15497,714,41855,Hayır
24,10417,770,22421,Hayır
26,2199,544,16454,Hayır
18,17244,435,12541,Hayır
43,17857,491,16966,Hayır
55,7074,605,32030,Hayır
55,17362,446,235,Hayır
61,8933,342,42042,Hayır
39,19981,664,18719,Hayır
61,18388,634,37977,Hayır
27,18274,480,21447,Hayır
23,10471,474,1485,Hayır
34,9590,356,7886,Hayır
68,5019,564,43901,Hayır
67,7357,838,3006,Hayır
55,18510,742,37008,Hayır
41,12988,472,17720,Hayır
68,6826,305,39313,Hayır
27,5249,315,26686,Hayır
25,13893,524,5465,Hayır
38,2016,381,24015,Hayır
23,9083,556,19621,Hayır
38,7075,440,49765,Hayır
56,14566,831,7940,Hayır
41,14739,401,42084,Hayır
50,12905,381,3281,Hayır
35,14893,848,44342,Hayır
45,12003,801,10407,Hayır
69,14388,763,19679,Hayır
49,16988,761,12889,Hayır
29,8230,687,39657,Hayır
65,10661,364,36544,Hayır
59,3324,611,39248,Hayır
44,5277,499,37705,Hayır
27,3624,646,27260,Hayır
63,9249,677,17701,Hayır
69,18502,649,38530,Hayır
59,9303,703,32107,Hayır
49,9940,689,36624,Hayır
59,12196,820,8964,Hayır
43,8520,354,7421,Hayır
42,4475,331,2269,Hayır
28,4767,829,14124,Hayır
40,11619,490,11311,Hayır
51,18626,652,59,Evet
69,7080,432,36984,Hayır
57,14230,611,24275,Hayır
40,15735,439,48592,Hayır
46,10207,748,46468,Hayır
48,6611,497,21758,Hayır
24,10114,508,5701,Hayır
57,8703,691,20058,Hayır
50,8163,782,45846,Hayır
38,18065,762,22878,Hayır
19,6923,391,32121,Hayır
35,10202,643,912,Evet
64,10470,389,22405,Hayır
50,13134,371,13158,Hayır
54,14620,654,17003,Hayır
51,7520,379,44196,Hayır
37,4085,828,16011,Hayır
52,19490,738,2948,Evet
68,10223,398,37314,Hayır
67,16327,619,6886,Hayır
35,5608,317,4098,Hayır
63,15197,508,26627,Hayır
41,14332,459,38532,Hayır
25,4677,374,49769,Hayır
47,2293,375,4131,Hayır
61,19955,614,20071,Hayır
27,14454,511,29192,Hayır
40,18652,622,20715,Hayır
69,17553,586,376,Hayır
66,7177,560,12879,Hayır
28,2879,662,30814,Hayır
19,18442,547,24211,Hayır
43,12689,483,27807,Hayır
53,5891,438,46876,Hayır
50,18600,468,49513,Hayır
64,7700,586,35697,Hayır
30,9649,618,7599,Hayır
57,14804,387,33136,Hayır
42,12503,807,24740,Hayır
21,8384,698,23129,Hayır
59,19117,685,2629,Evet
36,7348,584,7241,Hayır
35,7571,596,35345,Hayır
54,9074,340,38975,Hayır
47,12694,550,32316,Hayır
36,14831,438,43888,Hayır
40,17200,547,24462,Hayır
33,17546,681,17428,Hayır
18,9104,398,38191,Hayır
29,18348,764,16149,Hayır
41,18495,431,24088,Hayır
51,12732,330,13856,Hayır
25,4469,744,26230,Hayır
35,13460,752,40313,Hayır
65,17614,831,39934,Hayır
22,13345,756,35269,Hayır
43,2069,544,6675,Hayır
47,7956,569,31429,Hayır
30,16761,803,37210,Hayır
36,11617,418,46079,Hayır
46,8074,343,33146,Hayır
20,4572,829,42634,Hayır
43,3654,508,39288,Hayır
57,18485,741,20727,Hayır
29,11923,576,46551,Hayır
19,7708,565,46312,Hayır
28,3361,663,46355,Hayır
61,14516,647,9430,Hayır
45,19506,482,32836,Hayır
35,3957,832,44510,Hayır
30,12151,596,45298,Hayır
54,15241,810,3958,Evet
39,15331,411,28738,Hayır
29,19314,324,29982,Hayır
19,4889,364,46398,Hayır
54,17015,553,28216,Hayır
24,15869,533,26273,Hayır
43,9139,558,45918,Hayır
43,3758,407,34124,Hayır
41,10081,363,33067,Hayır
29,6341,515,21358,Hayır
33,10146,389,47231,Hayır
40,2471,752,18549,Hayır
57,5180,845,21101,Hayır
26,12552,544,22168,Hayır
49,9816,735,11344,Hayır
32,19528,809,35951,Hayır
54,18482,480,43381,Hayır
30,2493,739,42433,Hayır
22,4157,316,34127,Hayır
28,6579,780,47637,Hayır
27,11615,535,49960,Hayır
69,15127,535,11125,Hayır
30,10697,654,98,Evet
58,14497,313,10968,Hayır
63,10552,825,8729,Hayır
67,10345,657,17515,Hayır
32,18004,672,35573,Hayır
59,18916,526,20640,Hayır
24,17719,843,30065,Hayır
57,12203,813,3031,Hayır
45,4357,701,21271,Hayır
49,12975,410,5802,Hayır
52,16063,549,16743,Hayır
32,3969,443,2116,Hayır
65,6971,645,42713,Hayır
53,12539,560,8001,Hayır
38,14628,443,22155,Hayır
23,19018,407,34488,Hayır
18,4601,635,25898,Hayır
21,19576,822,11126,Hayır
28,17639,819,31932,Hayır
61,2607,750,7522,Hayır
43,8421,615,40604,Hayır
54,7258,507,16181,Hayır
40,5065,818,31711,Hayır
46,9866,330,18808,Hayır
38,9253,532,37277,Hayır
65,7570,364,39247,Hayır
62,12770,360,12837,Hayır
62,9505,393,24496,Hayır
66,3179,439,5684,Hayır
44,12112,757,7021,Hayır
56,11524,482,32465,Hayır
57,16416,598,27976,Hayır
30,4260,419,19136,Hayır
40,8120,796,7795,Hayır
33,5498,780,43348,Hayır
47,7478,650,3482,Hayır
21,7798,522,2294,Hayır
57,10097,560,18291,Hayır
33,18589,618,26731,Hayır
48,17695,829,27792,Hayır
59,7380,431,16766,Hayır
42,10939,352,35959,Hayır
61,15164,539,30089,Hayır
29,12634,327,12086,Hayır
43,18302,538,11998,Hayır
54,16036,376,43609,Hayır
65,11953,462,12099,Hayır
50,15068,716,15823,Hayır
45,14566,527,39227,Hayır
26,6928,436,13174,Hayır
29,7934,837,43106,Hayır
22,19322,300,27726,Hayır
69,14811,452,43935,Hayır
45,6555,387,10860,Hayır
52,8538,375,6857,Hayır
22,8556,535,41302,Hayır
51,8121,550,14489,Hayır
63,3450,698,47108,Hayır
51,7105,392,17047,Hayır
30,7636,621,32204,Hayır
56,3203,826,5121,Hayır
59,9052,453,47661,Hayır
62,4191,717,25840,Hayır
65,16610,819,3225,Hayır
31,14574,364,42090,Hayır
28,12729,555,29587,Hayır
59,11857,442,35610,Hayır
55,7690,495,34676,Hayır
21,9619,750,15207,Hayır
50,10331,429,25450,Hayır
24,4448,702,36597,Hayır
58,2724,601,5373,Hayır
25,14451,660,9613,Hayır
54,18487,638,29509,Hayır
68,6047,548,5067,Hayır
27,2062,383,33670,Hayır
60,4062,547,48018,Hayır
32,8584,485,41208,Hayır
55,17847,720,14265,Hayır
32,16646,769,15013,Hayır
22,14264,503,11113,Hayır
46,6833,439,45869,Hayır
36,11982,778,3152,Evet
68,16291,416,29238,Hayır
27,18513,655,14501,Hayır
29,5015,453,15581,Hayır
21,17825,519,34810,Hayır
48,7290,300,17700,Hayır
35,19310,437,35455,Hayır
33,3980,514,2587,Hayır
57,7525,718,12525,Hayır
53,3819,680,8705,Hayır
42,7107,813,35255,Hayır
40,14736,703,32120,Hayır
29,13480,468,29422,Hayır
51,6783,328,34874,Hayır
53,4895,339,22174,Hayır
54,12320,427,42331,Hayır
20,5653,734,26916,Hayır
26,17949,623,42143,Hayır
35,13353,549,27462,Hayır
60,12619,595,25662,Hayır
52,15147,528,36658,Hayır
51,8254,448,22905,Hayır
58,6259,762,41211,Hayır
31,2414,588,36611,Hayır
21,8337,540,35282,Hayır
46,10146,503,13260,Hayır
58,15787,495,46243,Hayır
62,17020,765,27614,Hayır
67,12260,761,45398,Hayır
32,8252,717,31390,Hayır
45,2398,514,21437,Hayır
59,10320,782,3087,Hayır
33,19434,496,29308,Hayır
29,4952,517,2517,Hayır
69,18727,437,8200,Hayır
22,11616,779,6356,Hayır
51,2603,643,49529,Hayır
59,15606,591,17073,Hayır
18,11782,635,26669,Hayır
56,9036,821,31310,Hayır
49,6828,653,9862,Hayır
43,8583,677,4909,Hayır
34,4148,697,22624,Hayır
65,8044,496,42385,Hayır
44,19131,829,44357,Hayır
41,5356,737,9879,Hayır
52,7188,563,13849,Hayır
63,2385,650,7943,Hayır
59,17811,637,40999,Hayır
56,6233,440,38177,Hayır
43,8246,528,5469,Hayır
66,3735,438,2290,Hayır
55,15686,558,22714,Hayır
40,6822,529,32468,Hayır
39,3178,824,5459,Hayır
21,16422,659,23905,Hayır
66,2879,378,32645,Hayır
26,19889,618,24616,Hayır
21,19390,754,5019,Evet
24,7297,797,3736,Hayır
40,5657,684,2534,Hayır
19,12497,358,24436,Hayır
66,18656,376,32919,Hayır
41,4895,553,37404,Hayır
57,5095,356,19612,Hayır
48,19990,362,20093,Hayır
64,4447,749,18443,Hayır
48,8496,705,37383,Hayır
64,3324,307,9138,Hayır
57,12249,452,22061,Hayır
65,7354,759,39407,Hayır
68,4894,752,1153,Hayır
60,18128,326,23911,Hayır
51,16795,547,36981,Hayır
41,3961,470,47853,Hayır
66,14616,481,15535,Hayır
43,6862,735,27441,Hayır
33,18397,629,11806,Hayır
64,17225,574,31169,Hayır
30,15014,393,11984,Hayır
32,19129,505,24360,Hayır
44,16515,357,23307,Hayır
21,12202,331,2165,Hayır
33,16640,345,42485,Hayır
47,6570,488,18562,Hayır
61,9709,831,12056,Hayır
47,4946,758,14460,Hayır
53,14811,326,15639,Hayır
20,5182,548,551,Evet
39,8564,348,3586,Hayır
66,3907,828,17888,Hayır
39,5991,430,49789,Hayır
67,4663,481,28181,Hayır
67,10127,435,1680,Hayır
66,3882,725,4264,Hayır
29,18712,620,16691,Hayır
38,6367,304,10883,Hayır
21,14462,670,39288,Hayır
48,12397,786,10385,Hayır
61,14428,432,23172,Hayır
48,7600,333,18383,Hayır
40,2381,300,6696,Hayır
37,13784,309,49476,Hayır
32,17024,819,7938,Hayır
40,11625,392,46379,Hayır
45,5881,733,6331,Hayır
33,10108,616,20609,Hayır
54,14436,848,9772,Hayır
38,12396,512,25826,Hayır
32,8747,330,36871,Hayır
34,4729,409,30777,Hayır
67,10787,451,33330,Hayır
54,10038,660,17335,Hayır
30,5910,640,39746,Hayır
36,5496,800,10711,Hayır
47,13311,750,24676,Hayır
62,9502,779,27133,Hayır
35,5800,489,47511,Hayır
31,10162,350,38038,Hayır
53,13262,698,36117,Hayır
53,4823,717,44865,Hayır
37,3492,747,43532,Hayır
69,12501,375,19208,Hayır
36,6937,552,29078,Hayır
62,17856,640,16664,Hayır
61,15363,834,9173,Hayır
24,14052,326,11322,Hayır
61,15683,616,25697,Hayır
21,8394,419,25299,Hayır
51,10172,456,15027,Hayır
19,8457,593,35112,Hayır
22,5296,371,43431,Hayır
27,9223,832,19483,Hayır
49,17698,613,9213,Hayır
59,13784,445,29224,Hayır
58,14451,343,28238,Hayır
30,7560,371,25160,Hayır
56,19358,479,9221,Hayır
22,8276,643,2533,Hayır
27,8224,820,35551,Hayır
27,9118,776,26367,Hayır
55,10184,344,40280,Hayır
44,6805,495,19994,Hayır
68,17308,604,35726,Hayır
38,7133,429,35936,Hayır
25,15696,503,5163,Hayır
18,16048,643,48753,Hayır
45,17560,614,29598,Hayır
66,12404,324,10939,Hayır
56,14848,699,12022,Hayır
31,10773,748,28401,Hayır
38,18243,553,21099,Hayır
47,8262,715,9952,Hayır
38,9818,731,46123,Hayır
66,18114,531,1486,Hayır
26,17028,798,702,Evet
34,4382,419,21404,Hayır
22,18614,351,12557,Hayır
48,8454,395,46803,Hayır
69,12103,672,43740,Hayır
57,8031,483,16642,Hayır
55,6176,808,30537,Hayır
60,12147,601,21172,Hayır
36,6483,338,2046,Hayır
53,3368,518,24291,Hayır
67,4266,791,34712,Hayır
50,19035,490,49183,Hayır
30,4110,548,364,Evet
31,16775,710,29494,Hayır
50,5098,698,1995,Hayır
46,4755,385,32274,Hayır
60,9548,598,36039,Hayır
66,15559,675,33321,Hayır
53,19561,361,42625,Hayır
61,17381,532,19043,Hayır
27,9749,633,46196,Hayır
48,13876,429,44313,Hayır
23,17009,548,14317,Hayır
18,13127,302,47708,Hayır
24,11815,600,27971,Hayır
44,9596,697,297,Evet
38,10157,302,9336,Hayır
45,11486,735,3134,Evet
33,14260,706,14170,Hayır
63,2918,696,8163,Hayır
40,17102,807,7678,Hayır
69,6747,727,34307,Hayır
37,11795,309,30649,Hayır
55,19465,716,46133,Hayır
42,10567,544,32280,Hayır
45,9866,318,10727,Hayır
22,8550,361,13933,Hayır
38,11600,842,42824,Hayır
35,2432,702,16582,Hayır
64,2236,341,40671,Hayır
23,2306,518,35792,Hayır
46,14720,566,34241,Hayır
36,2023,538,33051,Hayır
50,13501,595,33250,Hayır
18,11205,764,47587,Hayır
62,19064,669,31205,Hayır
20,3515,722,3606,Hayır
59,19335,789,32985,Hayır
38,7407,642,6990,Hayır
52,2414,401,17834,Hayır
58,6848,586,21384,Hayır
57,6971,346,18529,Hayır
20,17145,347,29472,Hayır
42,6985,686,16268,Hayır
62,9650,600,2246,Hayır
55,14964,477,47494,Hayır
62,12639,590,49703,Hayır
37,18833,335,25524,Hayır
69,13127,709,48114,Hayır
61,9328,426,16217,Hayır
62,15137,579,37797,Hayır
51,14708,561,16172,Hayır
38,17051,607,40323,Hayır
65,13910,327,35663,Hayır
40,3537,344,21050,Hayır
23,5168,768,42161,Hayır
68,7687,548,42983,Hayır
30,18352,807,2647,Evet
66,9803,461,37523,Hayır
40,10376,754,6407,Hayır
26,3456,544,4725,Hayır
34,3494,428,28866,Hayır
19,7060,397,10311,Hayır
36,11479,413,24801,Hayır
36,12065,633,32211,Hayır
24,3750,515,42388,Hayır
59,12438,704,29604,Hayır
59,18557,682,32456,Hayır
37,6312,757,20633,Hayır
26,3396,440,22642,Hayır
34,2173,675,2,Evet
44,13586,332,14871,Hayır
64,17913,812,4171,Hayır
19,13080,564,9019,Hayır
53,16772,486,22415,Hayır
36,4246,420,49868,Hayır
34,3699,387,37823,Hayır
22,16963,837,23462,Hayır
56,3844,672,44876,Hayır
35,8397,449,20959,Hayır
24,14885,652,2223,Evet
34,18108,779,12335,Hayır
56,9520,769,2803,Hayır
53,11942,763,741,Evet
57,2892,654,48900,Hayır
62,10406,644,8154,Hayır
21,15171,836,18804,Hayır
55,18989,668,1097,Evet
42,16672,422,41916,Hayır
22,18312,736,19635,Hayır
47,9043,565,26707,Hayır
29,19561,701,42998,Hayır
21,14638,408,46567,Hayır
41,19867,840,12647,Hayır
46,11737,613,6966,Hayır
26,15953,367,42371,Hayır
21,17419,378,7753,Hayır
68,11688,312,18880,Hayır
41,14974,477,37332,Hayır
31,7358,352,10919,Hayır
22,12418,355,43914,Hayır
35,19474,624,33121,Hayır
59,11808,354,44644,Hayır
36,16583,717,31960,Hayır
29,3591,434,11461,Hayır
35,17458,356,44819,Hayır
34,7901,610,275,Evet
47,10079,834,29285,Hayır
41,10779,453,13223,Hayır
28,11034,732,49158,Hayır
52,5649,749,33071,Hayır
40,17116,571,40988,Hayır
34,19949,551,32814,Hayır
18,4929,372,8193,Hayır
32,2721,605,5763,Hayır
49,3804,795,36688,Hayır
26,14611,355,182,Hayır
32,2654,502,19348,Hayır
45,10336,519,6210,Hayır
41,17109,439,28408,Hayır
52,11888,847,10393,Hayır
39,15229,733,5354,Evet
44,19276,689,21779,Hayır
36,6290,620,27187,Hayır
62,15899,788,9774,Hayır
29,6913,823,31719,Hayır
37,12968,553,13531,Hayır
18,9350,812,36758,Hayır
38,11328,383,22288,Hayır
66,19683,463,13726,Hayır
62,4523,731,46919,Hayır
18,3660,808,33448,Hayır
27,9630,472,740,Hayır
64,6512,447,33159,Hayır
49,3858,627,41598,Hayır
56,10329,438,4812,Hayır
39,13752,739,7830,Hayır
35,13048,841,34167,Hayır
65,9335,359,19800,Hayır
63,19568,479,26196,Hayır
49,16071,319,26523,Hayır
44,19117,409,25158,Hayır
45,8520,585,5720,Hayır
35,10586,600,23604,Hayır
56,7291,503,1704,Hayır
66,17106,567,5550,Hayır
46,5327,671,31454,Hayır
35,8124,365,20469,Hayır
61,15431,514,18543,Hayır
25,15095,568,24526,Hayır
48,18180,829,36099,Hayır
51,2246,446,18595,Hayır
24,9587,454,23557,Hayır
53,5138,800,40085,Hayır
35,18725,329,28099,Hayır
55,16227,760,20027,Hayır
26,4434,742,39638,Hayır
26,18725,435,46617,Hayır
63,18491,447,8202,Hayır
25,8820,446,28250,Hayır
68,15613,593,40497,Hayır
52,7226,756,31945,Hayır
35,9802,605,20211,Hayır
22,14872,689,24199,Hayır
31,12716,325,15811,Hayır
45,12552,399,7596,Hayır
47,15465,831,28026,Hayır
21,7920,660,30278,Hayır
56,10800,403,41948,Hayır
37,7468,710,11180,Hayır
42,17125,320,21720,Hayır
45,16077,502,10085,Hayır
29,9696,766,31936,Hayır
19,12539,389,18861,Hayır
60,4739,370,20610,Hayır
31,15845,667,20283,Hayır
39,7060,451,23338,Hayır
48,12662,338,44192,Hayır
40,10685,383,38129,Hayır
65,19401,504,3943,Hayır
37,5490,615,9338,Hayır
55,4814,450,3598,Hayır
21,12181,376,46535,Hayır
32,16680,721,39192,Hayır
41,6914,613,14336,Hayır
42,12558,463,4287,Hayır
18,15653,468,35529,Hayır
24,13642,688,43245,Hayır
48,18973,811,29199,Hayır
29,10826,443,45239,Hayır
59,19697,631,22998,Hayır
22,14541,458,33613,Hayır
61,19354,499,16519,Hayır
67,6706,568,49241,Hayır
59,8589,450,6593,Hayır
55,18289,560,47083,Hayır
29,11671,558,48712,Hayır
56,11362,752,40191,Hayır
35,15171,597,47400,Hayır
19,5185,580,21179,Hayır
27,9264,374,39909,Hayır
32,17741,425,44502,Hayır
47,17529,737,38772,Hayır
61,8450,722,10829,Hayır
34,18582,615,13113,Hayır
21,5248,680,45285,Hayır
24,3147,345,37851,Hayır
58,8750,744,16763,Hayır
48,6706,729,38323,Hayır
68,6035,637,34654,Hayır
56,18240,764,8859,Hayır
51,11917,386,10733,Hayır
23,5968,652,15170,Hayır
67,13281,567,7204,Hayır
55,7054,521,35934,Hayır
62,15485,658,34879,Hayır
68,19810,534,33231,Hayır
51,6863,376,28828,Hayır
61,16431,743,6071,Hayır
32,14085,704,33926,Hayır
31,8174,424,49516,Hayır
23,2704,810,47802,Hayır
67,11960,509,29225,Hayır
54,3069,797,43643,Hayır
67,14066,808,3699,Hayır
49,9728,469,47050,Hayır
20,8428,601,45100,Hayır
20,10960,706,15289,Hayır
39,17030,736,13944,Hayır
39,16874,722,291,Evet
27,13915,491,20545,Hayır
68,10451,702,22510,Hayır
20,8735,303,26144,Hayır
29,17626,306,923,Hayır
46,7275,712,41722,Hayır
65,16273,786,2389,Hayır
34,11831,552,29741,Hayır
24,13590,600,1942,Evet
30,2895,756,44388,Hayır
19,10852,560,18347,Hayır
21,13041,629,21414,Hayır
27,12617,470,18228,Hayır
56,3110,444,47343,Hayır
41,8823,538,22366,Hayır
34,11350,845,26206,Hayır
69,4137,548,21484,Hayır
23,15107,727,3222,Evet
36,3840,786,37936,Hayır
22,13102,707,16178,Hayır
49,2742,429,30680,Hayır
27,5160,410,41371,Hayır
26,19700,599,30222,Hayır
44,6541,303,30100,Hayır
30,9681,418,31111,Hayır
36,16295,658,10272,Hayır
38,10108,379,30868,Hayır
41,11847,321,4436,Hayır
55,16268,508,43337,Hayır
21,17021,798,49475,Hayır
41,19951,485,9864,Hayır
52,9874,586,17629,Hayır
20,7123,541,46708,Hayır
21,13208,624,46301,Hayır
54,16868,481,15702,Hayır
57,17597,553,29605,Hayır
65,10669,518,44498,Hayır
52,7852,729,47209,Hayır
48,6705,697,41312,Hayır
61,2141,431,9368,Hayır
42,16997,789,36372,Hayır
57,6655,495,7425,Hayır
30,12762,562,39715,Hayır
21,7389,594,28836,Hayır
63,19670,591,12682,Hayır
31,2807,350,47216,Hayır
30,9388,591,31487,Hayır
44,6504,410,12243,Hayır
23,2973,799,39464,Hayır
34,4938,587,46854,Hayır
53,2085,505,13876,Hayır
57,11988,719,2037,Evet
66,16439,657,38730,Hayır
52,17075,427,318,Hayır
34,19528,602,20136,Hayır
58,17711,615,22874,Hayır
19,13452,811,14880,Hayır
30,17204,689,17927,Hayır
69,15442,415,29696,Hayır
19,6266,489,43324,Hayır
69,11545,662,4895,Hayır
45,3191,804,478,Evet
60,18367,476,19924,Hayır
43,17870,311,2500,Hayır
39,11439,670,21675,Hayır
64,7921,497,15245,Hayır
60,7741,408,24497,Hayır
20,15461,386,4119,Hayır
52,10024,388,15583,Hayır
29,18148,600,23503,Hayır
41,15032,681,42956,Hayır
22,10159,783,14600,Hayır
37,15307,413,14576,Hayır
56,6628,590,11087,Hayır
56,8516,548,1258,Evet
30,5483,427,23807,Hayır
58,12130,445,45548,Hayır
62,19399,480,40487,Hayır
29,8157,401,44760,Hayır
30,8358,706,33036,Hayır
27,7139,605,8123,Hayır
50,19311,594,34667,Hayır
57,11703,331,10772,Hayır
33,8579,539,27493,Hayır
62,15632,414,18766,Hayır
52,5038,387,29312,Hayır
20,9219,824,25145,Hayır
22,8500,652,38391,Hayır
43,4825,311,38776,Hayır
28,12926,716,19868,Hayır
24,10410,441,30806,Hayır
27,10713,312,33746,Hayır
59,18788,360,40560,Hayır
69,15077,618,30330,Hayır
51,8158,646,28344,Hayır
20,7066,531,18799,Hayır
25,12027,484,18458,Hayır
48,2157,666,6203,Hayır
28,11813,571,42351,Hayır
62,9043,338,37945,Hayır
24,9921,778,9478,Hayır
62,16085,517,9803,Hayır
19,19189,322,48423,Hayır
23,12386,677,17301,Hayır
58,9235,675,44960,Hayır
49,18887,411,49739,Hayır
37,7183,612,48446,Hayır
51,10957,465,37723,Hayır
67,18620,816,41831,Hayır
33,6491,507,29477,Hayır
42,12196,347,48176,Hayır
29,7960,478,11551,Hayır
24,3799,336,14405,Hayır
56,5387,448,288,Hayır
34,18025,691,41042,Hayır
62,3446,505,39409,Hayır
28,2131,436,15073,Hayır
23,8369,695,45213,Hayır
40,7592,836,40986,Hayır
44,6213,473,43289,Hayır
63,14626,525,823,Hayır
23,3458,837,47702,Hayır
55,7298,553,26558,Hayır
19,3948,417,698,Hayır
